generation,member,obs,nsga2_front,nsga2_crowding_distance,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
1,gen=0_member=72,240.681,70,-999,12834,12834,1,-999
1,gen=0_member=51,273.767,72,-999,12555,12555,1,-999
1,gen=0_member=6,289.021,74,-999,12267,12267,1,-999
1,gen=0_member=86,315.013,75,-999,12070,12070,1,-999
1,gen=0_member=93,319.922,76,-999,11970,11970,1,-999
1,gen=0_member=12,343.579,78,-999,11664,11664,1,-999
1,gen=0_member=28,348.431,79,-999,11560,11560,1,-999
1,gen=0_member=24,361.099,80,-999,11455,11455,1,-999
1,gen=0_member=27,403.54,83,-999,11134,11134,1,-999
1,gen=0_member=85,406.155,84,-999,10915,10915,1,-999
1,gen=0_member=89,476.265,89,-999,10117,10117,1,-999
1,gen=0_member=57,476.294,90,-999,9999.02,9999.02,1,-999
1,gen=0_member=75,478.694,92,-999,9760.02,9760.02,1,-999
1,gen=0_member=5,581.7,96,-999,9019.01,9019.01,1,-999
1,gen=0_member=83,688.9,97,-999,8892.01,8892.01,1,-999
1,gen=0_member=32,728.518,100,-999,8374.01,8374.01,1,-999
1,gen=0_member=79,761.374,103,-999,7975.01,7975.01,1,-999
1,gen=0_member=60,779.315,104,-999,7840.01,7840.01,1,-999
1,gen=0_member=54,781.099,105,-999,7704.01,7704.01,1,-999
1,gen=0_member=10,818.857,106,-999,7567.01,7567.01,1,-999
1,gen=0_member=2,830.13,107,-999,7429.01,7429.01,1,-999
1,gen=0_member=96,899.294,109,-999,7150.01,7150.01,1,-999
1,gen=0_member=65,946.6,113,-999,6580.01,6580.01,1,-999
1,gen=0_member=26,979.693,114,-999,6435,6435,1,-999
1,gen=0_member=9,1096.4,115,-999,6142.01,6142.01,1,-999
1,gen=0_member=69,1274.75,121,-999,5085.01,5085.01,1,-999
1,gen=0_member=42,1323.55,122,-999,4930,4930,1,-999
1,gen=0_member=91,1446.37,126,-999,4140,4140,1,-999
1,gen=0_member=14,1448.91,127,-999,3979,3979,1,-999
1,gen=0_member=88,1991.65,134,-999,1795,1795,1,-999
1,gen=0_member=53,2292.64,137,-999,1267,1267,1,-999
1,gen=0_member=74,3465.13,141,-999,184.001,184.001,1,-999
2,gen=2_member=301_pso,173.766,89,-999,10790,10790,1,-999
2,gen=2_member=303_pso,12.4452,26,-999,14381.1,14381.1,1,-999
2,gen=2_member=305_pso,1375.72,157,-999,1826,1826,1,-999
2,gen=2_member=307_pso,0.526017,2,-999,14705.1,14705.1,1,-999
2,gen=2_member=311_pso,956.105,150,-999,2925,2925,1,-999
2,gen=2_member=313_pso,456.072,130,-999,6060.03,6060.03,1,-999
2,gen=2_member=315_pso,182.665,90,-999,10701,10701,1,-999
2,gen=2_member=317_pso,259.757,103,-999,9453.03,9453.03,1,-999
2,gen=2_member=319_pso,128.48,79,-999,11625,11625,1,-999
2,gen=2_member=321_pso,9.31826,24,-999,14430.2,14430.2,1,-999
2,gen=2_member=327_pso,201.51,94,-999,10335,10335,1,-999
2,gen=2_member=331_pso,1063.08,152,-999,2616,2616,1,-999
2,gen=2_member=333_pso,1525.68,159,-999,1503,1503,1,-999
2,gen=2_member=337_pso,6.36982,18,-999,14553.2,14553.2,1,-999
2,gen=2_member=339_pso,281.016,109,-999,8820.02,8820.02,1,-999
2,gen=2_member=341_pso,49.2035,47,-999,13625.1,13625.1,1,-999
2,gen=2_member=343_pso,43.6791,44,-999,13760.1,13760.1,1,-999
2,gen=2_member=347_pso,922.119,149,-999,3078,3078,1,-999
2,gen=2_member=351_pso,271.19,106,-999,9141.03,9141.03,1,-999
2,gen=2_member=357_pso,284.304,110,-999,8711.02,8711.02,1,-999
2,gen=2_member=359_pso,36.702,40,-999,13926.1,13926.1,1,-999
2,gen=2_member=365_pso,267.669,104,-999,9350.03,9350.03,1,-999
2,gen=2_member=367_pso,97.2982,70,-999,12291,12291,1,-999
2,gen=2_member=369_pso,2064.92,164,-999,678.001,678.001,1,-999
2,gen=2_member=373_pso,196.896,91,-999,10611,10611,1,-999
2,gen=2_member=377_pso,35.5834,39,-999,13965.1,13965.1,1,-999
2,gen=2_member=381_pso,28.5721,33,-999,14178.1,14178.1,1,-999
2,gen=2_member=387_pso,464.089,132,-999,5795.02,5795.02,1,-999
2,gen=2_member=389_pso,1557.63,160,-999,1340,1340,1,-999
2,gen=2_member=391_pso,32.9939,36,-999,14076.1,14076.1,1,-999
2,gen=2_member=397_pso,122.361,77,-999,11780,11780,1,-999
2,gen=2_member=399_pso,682.31,143,-999,3975,3975,1,-999
2,gen=2_member=401_pso,401.23,122,-999,7325.02,7325.02,1,-999
2,gen=2_member=411_pso,1173.06,153,-999,2460,2460,1,-999
2,gen=2_member=413_pso,841.198,148,-999,3230,3230,1,-999
2,gen=2_member=415_pso,2.18044,7,-999,14685.2,14685.2,1,-999
2,gen=2_member=419_pso,551.148,141,-999,4266.01,4266.01,1,-999
2,gen=2_member=421_pso,45.0395,45,-999,13716.1,13716.1,1,-999
2,gen=2_member=423_pso,318.453,113,-999,8378.02,8378.02,1,-999
2,gen=2_member=425_pso,414.829,126,-999,6831.02,6831.02,1,-999
2,gen=2_member=427_pso,1812.17,162,-999,1011,1011,1,-999
2,gen=2_member=429_pso,140.581,82,-999,11385,11385,1,-999
2,gen=2_member=433_pso,7.95407,20,-999,14516.2,14516.2,1,-999
2,gen=2_member=435_pso,1624.94,161,-999,1176,1176,1,-999
2,gen=2_member=439_pso,1017.63,151,-999,2771,2771,1,-999
2,gen=2_member=443_pso,539.972,140,-999,4410.01,4410.01,1,-999
2,gen=2_member=445_pso,109.645,74,-999,12005,12005,1,-999
2,gen=2_member=447_pso,2589.27,168,-999,0.000751074,0.000751074,1,-999
2,gen=2_member=449_pso,1247.51,154,-999,2303,2303,1,-999
2,gen=2_member=451_pso,132.117,81,-999,11466,11466,1,-999
2,gen=2_member=453_pso,408.966,125,-999,6956.02,6956.02,1,-999
2,gen=2_member=455_pso,1292.54,156,-999,1986,1986,1,-999
2,gen=2_member=457_pso,67.3164,59,-999,12995.1,12995.1,1,-999
2,gen=2_member=461_pso,1.14423,4,-999,14700.2,14700.2,1,-999
2,gen=2_member=467_pso,2274.66,166,-999,341.001,341.001,1,-999
2,gen=2_member=469_pso,1412.27,158,-999,1665,1665,1,-999
2,gen=2_member=471_pso,7.92209,19,-999,14535.2,14535.2,1,-999
2,gen=2_member=475_pso,350.806,118,-999,7803.02,7803.02,1,-999
2,gen=2_member=477_pso,2035.61,163,-999,845.001,845.001,1,-999
2,gen=2_member=479_pso,0.238439,1,-999,14706.1,14706.1,1,-999
2,gen=2_member=481_pso,66.9761,58,-999,13053.1,13053.1,1,-999
2,gen=2_member=483_pso,2315.52,167,-999,171.001,171.001,1,-999
2,gen=2_member=485_pso,172.277,88,-999,10878,10878,1,-999
2,gen=2_member=489_pso,2102,165,-999,510.001,510.001,1,-999
2,gen=2_member=491_pso,3.8314,9,-999,14670.2,14670.2,1,-999
2,gen=2_member=493_pso,12.9781,27,-999,14355.1,14355.1,1,-999
2,gen=2_member=495_pso,698.4,145,-999,3680,3680,1,-999
2,gen=2_member=497_pso,29.1258,34,-999,14145.1,14145.1,1,-999
2,gen=2_member=499_pso,1259.84,155,-999,2145,2145,1,-999
2,gen=1_member=133_pso,0.8865,3,-999,14703.2,14703.2,1,-999
2,gen=1_member=187_pso,1.25734,5,-999,14696.2,14696.2,1,-999
2,gen=0_member=66,2.07701,6,-999,14691.2,14691.2,1,-999
2,gen=0_member=36,2.27791,8,-999,14678.2,14678.2,1,-999
2,gen=1_member=163_pso,4.10641,10,-999,14661.2,14661.2,1,-999
2,gen=0_member=34,4.16157,11,-999,14651.2,14651.2,1,-999
2,gen=1_member=105_pso,4.21176,12,-999,14640.2,14640.2,1,-999
2,gen=0_member=78,4.7992,13,-999,14628.2,14628.2,1,-999
2,gen=1_member=157_pso,5.19908,14,-999,14615.2,14615.2,1,-999
2,gen=0_member=39,5.40635,15,-999,14601.2,14601.2,1,-999
2,gen=0_member=11,6.06691,16,-999,14586.2,14586.2,1,-999
2,gen=1_member=261_pso,6.34829,17,-999,14570.2,14570.2,1,-999
2,gen=1_member=269_pso,8.91506,21,-999,14496.2,14496.2,1,-999
2,gen=0_member=15,9.08572,22,-999,14475.2,14475.2,1,-999
2,gen=1_member=293_pso,9.09858,23,-999,14453.2,14453.2,1,-999
2,gen=0_member=84,9.85629,25,-999,14406.2,14406.2,1,-999
2,gen=0_member=19,17.7876,28,-999,14328.1,14328.1,1,-999
2,gen=0_member=50,18.5133,29,-999,14300.1,14300.1,1,-999
2,gen=0_member=25,21.6472,30,-999,14271.1,14271.1,1,-999
2,gen=0_member=59,25.8903,31,-999,14241.1,14241.1,1,-999
2,gen=1_member=209_pso,28.432,32,-999,14210.1,14210.1,1,-999
2,gen=1_member=191_pso,32.1297,35,-999,14111.1,14111.1,1,-999
2,gen=1_member=283_pso,33.1929,37,-999,14040.1,14040.1,1,-999
2,gen=0_member=77,34.868,38,-999,14003.1,14003.1,1,-999
2,gen=1_member=291_pso,37.2061,41,-999,13886.1,13886.1,1,-999
2,gen=0_member=18,38.4364,42,-999,13845.1,13845.1,1,-999
2,gen=1_member=195_pso,40.3096,43,-999,13803.1,13803.1,1,-999
2,gen=1_member=173_pso,47.6062,46,-999,13671.1,13671.1,1,-999
2,gen=1_member=125_pso,52.1628,48,-999,13578.1,13578.1,1,-999
2,gen=1_member=123_pso,52.1718,49,-999,13530.1,13530.1,1,-999
2,gen=1_member=147_pso,55.3491,50,-999,13481.1,13481.1,1,-999
2,gen=1_member=161_pso,56.9882,51,-999,13431.1,13431.1,1,-999
2,gen=1_member=177_pso,57.4428,52,-999,13380.1,13380.1,1,-999
2,gen=1_member=193_pso,59.5936,53,-999,13328.1,13328.1,1,-999
2,gen=0_member=49,59.9772,54,-999,13275.1,13275.1,1,-999
2,gen=1_member=143_pso,63.9438,55,-999,13221.1,13221.1,1,-999
2,gen=1_member=109_pso,64.8315,56,-999,13166.1,13166.1,1,-999
2,gen=0_member=29,66.1076,57,-999,13110.1,13110.1,1,-999
2,gen=0_member=43,67.4865,60,-999,12936.1,12936.1,1,-999
2,gen=1_member=273_pso,77.1569,61,-999,12876.1,12876.1,1,-999
2,gen=1_member=151_pso,77.432,62,-999,12815.1,12815.1,1,-999
2,gen=1_member=113_pso,78.1479,63,-999,12753.1,12753.1,1,-999
2,gen=1_member=159_pso,79.4455,64,-999,12690.1,12690.1,1,-999
2,gen=1_member=225_pso,79.9721,65,-999,12626.1,12626.1,1,-999
2,gen=0_member=35,86.9768,66,-999,12561,12561,1,-999
2,gen=1_member=199_pso,93.7574,67,-999,12495.1,12495.1,1,-999
2,gen=1_member=249_pso,93.9546,68,-999,12428.1,12428.1,1,-999
2,gen=1_member=259_pso,96.6446,69,-999,12360,12360,1,-999
2,gen=1_member=121_pso,101.289,71,-999,12221,12221,1,-999
2,gen=0_member=76,102.414,72,-999,12150,12150,1,-999
2,gen=0_member=7,102.417,73,-999,12078,12078,1,-999
2,gen=0_member=46,116.581,75,-999,11931,11931,1,-999
2,gen=1_member=211_pso,122.185,76,-999,11856,11856,1,-999
2,gen=1_member=281_pso,128.322,78,-999,11703,11703,1,-999
2,gen=1_member=223_pso,131.599,80,-999,11546,11546,1,-999
2,gen=0_member=82,141.816,83,-999,11303,11303,1,-999
2,gen=0_member=98,149.087,84,-999,11220,11220,1,-999
2,gen=0_member=31,152.822,85,-999,11136,11136,1,-999
2,gen=1_member=243_pso,157.018,86,-999,11051,11051,1,-999
2,gen=0_member=58,168.615,87,-999,10965,10965,1,-999
2,gen=0_member=80,197.023,92,-999,10520,10520,1,-999
2,gen=0_member=20,199.416,93,-999,10428,10428,1,-999
2,gen=0_member=67,204.198,95,-999,10241,10241,1,-999
2,gen=0_member=3,221.18,96,-999,10146,10146,1,-999
2,gen=0_member=40,226.852,97,-999,10050,10050,1,-999
2,gen=1_member=263_pso,234.831,98,-999,9953.03,9953.03,1,-999
2,gen=1_member=221_pso,238.95,99,-999,9855.03,9855.03,1,-999
2,gen=0_member=63,239.119,100,-999,9756.03,9756.03,1,-999
2,gen=0_member=45,240.278,101,-999,9656.02,9656.02,1,-999
2,gen=0_member=72,240.681,102,-999,9555.02,9555.02,1,-999
2,gen=1_member=295_pso,267.678,105,-999,9246.03,9246.03,1,-999
2,gen=0_member=51,273.767,107,-999,9035.02,9035.02,1,-999
2,gen=1_member=139_pso,280.673,108,-999,8928.02,8928.02,1,-999
2,gen=0_member=6,289.021,111,-999,8601.02,8601.02,1,-999
2,gen=0_member=86,315.013,112,-999,8490.02,8490.02,1,-999
2,gen=0_member=93,319.922,114,-999,8265.02,8265.02,1,-999
2,gen=1_member=141_pso,332.179,115,-999,8151.02,8151.02,1,-999
2,gen=0_member=12,343.579,116,-999,8036.02,8036.02,1,-999
2,gen=0_member=28,348.431,117,-999,7920.02,7920.02,1,-999
2,gen=0_member=24,361.099,119,-999,7685.02,7685.02,1,-999
2,gen=1_member=149_pso,361.379,120,-999,7566.02,7566.02,1,-999
2,gen=1_member=289_pso,384.883,121,-999,7446.02,7446.02,1,-999
2,gen=0_member=27,403.54,123,-999,7203.02,7203.02,1,-999
2,gen=0_member=85,406.155,124,-999,7080.02,7080.02,1,-999
2,gen=1_member=241_pso,425.483,127,-999,6578.02,6578.02,1,-999
2,gen=1_member=203_pso,427.73,128,-999,6450.02,6450.02,1,-999
2,gen=1_member=155_pso,452.565,129,-999,6191.03,6191.03,1,-999
2,gen=1_member=217_pso,457.27,131,-999,5928.03,5928.03,1,-999
2,gen=0_member=89,476.265,133,-999,5526.02,5526.02,1,-999
2,gen=0_member=57,476.294,134,-999,5390.02,5390.02,1,-999
2,gen=1_member=181_pso,477.972,135,-999,5253.02,5253.02,1,-999
2,gen=0_member=75,478.694,136,-999,5115.02,5115.02,1,-999
2,gen=1_member=179_pso,479.176,137,-999,4976.02,4976.02,1,-999
2,gen=1_member=111_pso,502.301,138,-999,4695.02,4695.02,1,-999
2,gen=1_member=229_pso,505.191,139,-999,4553.02,4553.02,1,-999
2,gen=0_member=5,581.7,142,-999,4121.01,4121.01,1,-999
2,gen=0_member=83,688.9,144,-999,3828,3828,1,-999
2,gen=1_member=213_pso,701.398,146,-999,3531,3531,1,-999
2,gen=0_member=32,728.518,147,-999,3381,3381,1,-999
3,gen=3_member=501_pso,3.59666,16,-999,13246.3,13246.3,1,-999
3,gen=3_member=505_pso,121.653,114,-999,6696.07,6696.07,1,-999
3,gen=3_member=507_pso,89.8909,102,-999,8113.08,8113.08,1,-999
3,gen=3_member=509_pso,3.90537,18,-999,13213.3,13213.3,1,-999
3,gen=3_member=511_pso,1398.33,159,-999,163.001,163.001,1,-999
3,gen=3_member=513_pso,683.185,152,-999,1276,1276,1,-999
3,gen=3_member=515_pso,1179.95,157,-999,486.001,486.001,1,-999
3,gen=3_member=517_pso,3.13087,15,-999,13261.3,13261.3,1,-999
3,gen=3_member=525_pso,11.9792,41,-999,12505.2,12505.2,1,-999
3,gen=3_member=529_pso,31.6818,59,-999,11596.1,11596.1,1,-999
3,gen=3_member=531_pso,0.343467,4,-999,13360.3,13360.3,1,-999
3,gen=3_member=539_pso,133.536,123,-999,5616.06,5616.06,1,-999
3,gen=3_member=547_pso,47.4505,74,-999,10591.1,10591.1,1,-999
3,gen=3_member=549_pso,1174.47,156,-999,646.001,646.001,1,-999
