generation,member,obj,nsga2_front,nsga2_crowding_distance,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
1,gen=0_member=31,152.822,61,-999,16497,16497,1,-999
1,gen=0_member=58,168.615,64,-999,16159,16159,1,-999
1,gen=0_member=80,197.023,67,-999,15805,15805,1,-999
1,gen=0_member=20,199.416,68,-999,15622,15622,1,-999
1,gen=0_member=67,204.198,71,-999,15340,15340,1,-999
1,gen=0_member=3,221.18,72,-999,15244,15244,1,-999
1,gen=0_member=40,226.852,73,-999,15049,15049,1,-999
1,gen=0_member=63,239.119,75,-999,14749,14749,1,-999
1,gen=0_member=45,240.278,76,-999,14647,14647,1,-999
1,gen=0_member=72,240.681,77,-999,14544,14544,1,-999
1,gen=0_member=51,273.767,83,-999,13795,13795,1,-999
1,gen=0_member=6,289.021,86,-999,13345,13345,1,-999
1,gen=0_member=86,315.013,88,-999,12879,12879,1,-999
1,gen=0_member=93,319.922,89,-999,12760,12760,1,-999
1,gen=0_member=12,343.579,91,-999,12150,12150,1,-999
1,gen=0_member=28,348.431,92,-999,12025,12025,1,-999
1,gen=0_member=24,361.099,95,-999,11644,11644,1,-999
1,gen=0_member=27,403.54,102,-999,10720,10720,1,-999
1,gen=0_member=85,406.155,103,-999,10447,10447,1,-999
1,gen=0_member=89,476.265,107,-999,9747.01,9747.01,1,-999
1,gen=0_member=57,476.294,108,-999,9604.01,9604.01,1,-999
1,gen=0_member=75,478.694,109,-999,9460.01,9460.01,1,-999
1,gen=0_member=5,581.7,112,-999,8874.01,8874.01,1,-999
1,gen=0_member=83,688.9,116,-999,8272.01,8272.01,1,-999
1,gen=0_member=32,728.518,117,-999,8119.01,8119.01,1,-999
1,gen=0_member=79,761.374,120,-999,7654.01,7654.01,1,-999
1,gen=0_member=60,779.315,122,-999,7339.01,7339.01,1,-999
1,gen=0_member=54,781.099,124,-999,7020.01,7020.01,1,-999
1,gen=0_member=10,818.857,125,-999,6859.01,6859.01,1,-999
1,gen=0_member=2,830.13,126,-999,6697.01,6697.01,1,-999
1,gen=0_member=96,899.294,128,-999,6370.01,6370.01,1,-999
1,gen=0_member=65,946.6,129,-999,6205.01,6205.01,1,-999
1,gen=0_member=26,979.693,130,-999,6039,6039,1,-999
1,gen=0_member=9,1096.4,133,-999,5194,5194,1,-999
1,gen=0_member=69,1274.75,137,-999,4324,4324,1,-999
1,gen=0_member=42,1323.55,139,-999,3969,3969,1,-999
1,gen=0_member=91,1446.37,142,-999,3247,3247,1,-999
1,gen=0_member=14,1448.91,143,-999,3064,3064,1,-999
1,gen=0_member=88,1991.65,148,-999,985.002,985.002,1,-999
1,gen=0_member=53,2292.64,149,-999,790.001,790.001,1,-999
1,gen=0_member=74,3465.13,150,-999,199.001,199.001,1,-999
2,gen=2_member=200_pso,11.2141,34,-999,19234.1,19234.1,1,-999
2,gen=2_member=201_pso,329.227,152,-999,6859.03,6859.03,1,-999
2,gen=2_member=202_pso,1.06397,6,-999,19885.3,19885.3,1,-999
2,gen=2_member=203_pso,127.424,94,-999,14850.1,14850.1,1,-999
2,gen=2_member=205_pso,143.593,102,-999,14014.1,14014.1,1,-999
2,gen=2_member=206_pso,1426.13,180,-999,1755,1755,1,-999
2,gen=2_member=207_pso,10.1261,33,-999,19270.1,19270.1,1,-999
2,gen=2_member=208_pso,535.952,167,-999,4147.01,4147.01,1,-999
2,gen=2_member=209_pso,559.395,168,-999,3969,3969,1,-999
2,gen=2_member=210_pso,1.63202,12,-999,19834.3,19834.3,1,-999
2,gen=2_member=211_pso,181.491,115,-999,12397,12397,1,-999
2,gen=2_member=212_pso,3.85388,22,-999,19669.3,19669.3,1,-999
2,gen=2_member=213_pso,249.776,132,-999,10030,10030,1,-999
2,gen=2_member=214_pso,212.758,124,-999,11254,11254,1,-999
2,gen=2_member=215_pso,36.8811,53,-999,18360.1,18360.1,1,-999
2,gen=2_member=216_pso,209.349,123,-999,11385,11385,1,-999
2,gen=2_member=217_pso,81.2885,74,-999,16819,16819,1,-999
2,gen=2_member=218_pso,2304.84,188,-999,199.001,199.001,1,-999
2,gen=2_member=219_pso,1640.68,181,-999,1564,1564,1,-999
2,gen=2_member=220_pso,1670.05,184,-999,985.001,985.001,1,-999
2,gen=2_member=221_pso,317.163,150,-999,7180.03,7180.03,1,-999
2,gen=2_member=222_pso,5.15855,25,-999,19600.2,19600.2,1,-999
2,gen=2_member=223_pso,1.08776,7,-999,19879.3,19879.3,1,-999
2,gen=2_member=224_pso,37.1158,54,-999,18304.1,18304.1,1,-999
2,gen=2_member=225_pso,1987.35,187,-999,397.001,397.001,1,-999
2,gen=2_member=226_pso,140.512,100,-999,14229.1,14229.1,1,-999
2,gen=2_member=229_pso,333.369,153,-999,6697.03,6697.03,1,-999
2,gen=2_member=230_pso,855.597,173,-999,3064,3064,1,-999
2,gen=2_member=231_pso,255.5,134,-999,9747.03,9747.03,1,-999
2,gen=2_member=232_pso,55.3867,64,-999,17622.1,17622.1,1,-999
2,gen=2_member=233_pso,181.202,114,-999,12519,12519,1,-999
2,gen=2_member=234_pso,63.5065,69,-999,17272.1,17272.1,1,-999
2,gen=2_member=235_pso,50.3302,60,-999,17884.1,17884.1,1,-999
2,gen=2_member=236_pso,137.966,99,-999,14335.1,14335.1,1,-999
2,gen=2_member=237_pso,297.502,144,-999,8119.03,8119.03,1,-999
2,gen=2_member=239_pso,120.578,92,-999,15049.1,15049.1,1,-999
2,gen=2_member=240_pso,1333,179,-999,1945,1945,1,-999
2,gen=2_member=241_pso,1141.35,175,-999,2695,2695,1,-999
2,gen=2_member=242_pso,106.227,87,-999,15714.1,15714.1,1,-999
2,gen=2_member=243_pso,94.3293,81,-999,16245.1,16245.1,1,-999
2,gen=2_member=245_pso,35.7446,51,-999,18469.1,18469.1,1,-999
2,gen=2_member=246_pso,1647.18,182,-999,1372,1372,1,-999
2,gen=2_member=247_pso,148.965,104,-999,13684.1,13684.1,1,-999
2,gen=2_member=248_pso,653.936,169,-999,3790,3790,1,-999
2,gen=2_member=249_pso,1165.04,177,-999,2322,2322,1,-999
2,gen=2_member=250_pso,1669.42,183,-999,1179,1179,1,-999
2,gen=2_member=251_pso,173.11,111,-999,12879,12879,1,-999
2,gen=2_member=252_pso,28.6899,47,-999,18675.1,18675.1,1,-999
2,gen=2_member=253_pso,55.119,63,-999,17689.1,17689.1,1,-999
2,gen=2_member=254_pso,1142.97,176,-999,2509,2509,1,-999
2,gen=2_member=255_pso,467.07,166,-999,4324.01,4324.01,1,-999
2,gen=2_member=257_pso,1903.47,186,-999,594.001,594.001,1,-999
2,gen=2_member=258_pso,1.99945,13,-999,19822.3,19822.3,1,-999
2,gen=2_member=259_pso,112.288,89,-999,15435.1,15435.1,1,-999
2,gen=2_member=260_pso,1.48491,11,-999,19845.3,19845.3,1,-999
2,gen=2_member=261_pso,304.404,148,-999,7497.03,7497.03,1,-999
2,gen=2_member=262_pso,1.46813,10,-999,19855.3,19855.3,1,-999
2,gen=2_member=263_pso,22.6505,42,-999,18910.1,18910.1,1,-999
2,gen=2_member=264_pso,259.664,136,-999,9460.03,9460.03,1,-999
2,gen=2_member=265_pso,2789.11,189,-999,0.000606149,0.000606149,1,-999
2,gen=2_member=266_pso,298.953,145,-999,7965.03,7965.03,1,-999
2,gen=2_member=267_pso,40.2621,56,-999,18130.1,18130.1,1,-999
2,gen=2_member=269_pso,58.5978,66,-999,17485.1,17485.1,1,-999
2,gen=2_member=270_pso,87.482,78,-999,16497,16497,1,-999
2,gen=2_member=271_pso,32.032,49,-999,18574.1,18574.1,1,-999
2,gen=2_member=272_pso,773.037,171,-999,3429,3429,1,-999
2,gen=2_member=273_pso,127.927,95,-999,14749.1,14749.1,1,-999
2,gen=2_member=275_pso,5.43873,27,-999,19522.2,19522.2,1,-999
2,gen=2_member=276_pso,188.668,116,-999,12274,12274,1,-999
2,gen=2_member=277_pso,194.328,117,-999,12150,12150,1,-999
2,gen=2_member=278_pso,1305.02,178,-999,2134,2134,1,-999
2,gen=2_member=279_pso,9.437,31,-999,19372.1,19372.1,1,-999
2,gen=2_member=280_pso,15.7971,36,-999,19159.1,19159.1,1,-999
2,gen=2_member=281_pso,25.6613,43,-999,18865.1,18865.1,1,-999
2,gen=2_member=282_pso,1715.08,185,-999,790.001,790.001,1,-999
2,gen=2_member=283_pso,215.304,125,-999,11122,11122,1,-999
2,gen=2_member=284_pso,35.7943,52,-999,18415.1,18415.1,1,-999
2,gen=2_member=285_pso,29.8731,48,-999,18625.1,18625.1,1,-999
2,gen=2_member=286_pso,754.463,170,-999,3610,3610,1,-999
2,gen=2_member=287_pso,834.445,172,-999,3247,3247,1,-999
2,gen=2_member=288_pso,1.18484,8,-999,19872.3,19872.3,1,-999
2,gen=2_member=290_pso,93.862,80,-999,16330.1,16330.1,1,-999
2,gen=2_member=291_pso,2.17463,16,-999,19780.3,19780.3,1,-999
2,gen=2_member=292_pso,26.9335,46,-999,18724.1,18724.1,1,-999
2,gen=2_member=293_pso,409.052,165,-999,4675.01,4675.01,1,-999
2,gen=2_member=294_pso,881.061,174,-999,2880,2880,1,-999
2,gen=2_member=296_pso,301.039,147,-999,7654.03,7654.03,1,-999
2,gen=2_member=297_pso,83.4362,76,-999,16660,16660,1,-999
2,gen=2_member=298_pso,7.42797,29,-999,19465.2,19465.2,1,-999
2,gen=1_member=114_pso,0.0251893,1,-999,19900.2,19900.2,1,-999
2,gen=1_member=103_pso,0.148361,2,-999,19899.3,19899.3,1,-999
2,gen=1_member=146_pso,0.197237,3,-999,19897.3,19897.3,1,-999
2,gen=1_member=120_pso,0.320454,4,-999,19894.3,19894.3,1,-999
2,gen=1_member=194_pso,0.919669,5,-999,19890.3,19890.3,1,-999
2,gen=1_member=183_pso,1.29611,9,-999,19864.3,19864.3,1,-999
2,gen=1_member=174_pso,2.00886,14,-999,19809.3,19809.3,1,-999
2,gen=0_member=66,2.07701,15,-999,19795.3,19795.3,1,-999
2,gen=0_member=36,2.27791,17,-999,19764.3,19764.3,1,-999
2,gen=1_member=130_pso,2.39509,18,-999,19747.3,19747.3,1,-999
2,gen=1_member=102_pso,2.53304,19,-999,19729.3,19729.3,1,-999
2,gen=1_member=122_pso,3.31536,20,-999,19710.3,19710.3,1,-999
2,gen=1_member=113_pso,3.64239,21,-999,19690.3,19690.3,1,-999
2,gen=0_member=34,4.16157,23,-999,19647.2,19647.2,1,-999
2,gen=0_member=78,4.7992,24,-999,19624.2,19624.2,1,-999
2,gen=0_member=39,5.40635,26,-999,19549.2,19549.2,1,-999
2,gen=0_member=11,6.06691,28,-999,19494.2,19494.2,1,-999
2,gen=0_member=15,9.08572,30,-999,19404.1,19404.1,1,-999
2,gen=0_member=84,9.85629,32,-999,19305.1,19305.1,1,-999
2,gen=1_member=126_pso,15.3884,35,-999,19197.1,19197.1,1,-999
2,gen=0_member=19,17.7876,37,-999,19120.1,19120.1,1,-999
2,gen=0_member=50,18.5133,38,-999,19080.1,19080.1,1,-999
2,gen=0_member=25,21.6472,39,-999,19039.1,19039.1,1,-999
2,gen=1_member=109_pso,21.8938,40,-999,18997.1,18997.1,1,-999
2,gen=1_member=162_pso,22.1105,41,-999,18954.1,18954.1,1,-999
2,gen=1_member=185_pso,25.7288,44,-999,18819.1,18819.1,1,-999
2,gen=0_member=59,25.8903,45,-999,18772.1,18772.1,1,-999
2,gen=0_member=77,34.868,50,-999,18522.1,18522.1,1,-999
2,gen=0_member=18,38.4364,55,-999,18189.1,18189.1,1,-999
2,gen=1_member=184_pso,48.3255,57,-999,18070.1,18070.1,1,-999
2,gen=1_member=187_pso,48.6838,58,-999,18009.1,18009.1,1,-999
2,gen=1_member=100_pso,50.0988,59,-999,17947.1,17947.1,1,-999
2,gen=1_member=111_pso,50.36,61,-999,17820.1,17820.1,1,-999
2,gen=1_member=158_pso,53.1736,62,-999,17755.1,17755.1,1,-999
2,gen=1_member=150_pso,58.4055,65,-999,17554.1,17554.1,1,-999
2,gen=0_member=49,59.9772,67,-999,17415.1,17415.1,1,-999
2,gen=1_member=149_pso,61.6298,68,-999,17344.1,17344.1,1,-999
2,gen=0_member=29,66.1076,70,-999,17199.1,17199.1,1,-999
2,gen=1_member=160_pso,67.4608,71,-999,17125.1,17125.1,1,-999
2,gen=0_member=43,67.4865,72,-999,17050.1,17050.1,1,-999
2,gen=1_member=199_pso,73.4476,73,-999,16897.1,16897.1,1,-999
2,gen=1_member=132_pso,82.239,75,-999,16740,16740,1,-999
2,gen=0_member=35,86.9768,77,-999,16579,16579,1,-999
2,gen=1_member=163_pso,91.1577,79,-999,16414.1,16414.1,1,-999
2,gen=1_member=167_pso,99.3679,82,-999,16159.1,16159.1,1,-999
2,gen=1_member=115_pso,101.768,83,-999,16072.1,16072.1,1,-999
2,gen=1_member=128_pso,101.816,84,-999,15984.1,15984.1,1,-999
2,gen=0_member=76,102.414,85,-999,15895.1,15895.1,1,-999
2,gen=0_member=7,102.417,86,-999,15805.1,15805.1,1,-999
2,gen=1_member=155_pso,107.792,88,-999,15622.1,15622.1,1,-999
2,gen=1_member=188_pso,112.618,90,-999,15340.1,15340.1,1,-999
2,gen=0_member=46,116.581,91,-999,15244.1,15244.1,1,-999
2,gen=1_member=141_pso,127.346,93,-999,14950.1,14950.1,1,-999
2,gen=1_member=180_pso,134.128,96,-999,14647.1,14647.1,1,-999
2,gen=1_member=129_pso,135.385,97,-999,14544.1,14544.1,1,-999
2,gen=1_member=159_pso,136.374,98,-999,14440.1,14440.1,1,-999
2,gen=0_member=82,141.816,101,-999,14122.1,14122.1,1,-999
2,gen=1_member=177_pso,143.795,103,-999,13905.1,13905.1,1,-999
2,gen=0_member=98,149.087,105,-999,13572.1,13572.1,1,-999
2,gen=1_member=140_pso,149.314,106,-999,13459.1,13459.1,1,-999
2,gen=0_member=31,152.822,107,-999,13345.1,13345.1,1,-999
2,gen=1_member=178_pso,153.343,108,-999,13230.1,13230.1,1,-999
2,gen=1_member=127_pso,165.683,109,-999,13114,13114,1,-999
2,gen=0_member=58,168.615,110,-999,12997,12997,1,-999
2,gen=1_member=138_pso,173.51,112,-999,12760,12760,1,-999
2,gen=1_member=152_pso,179.701,113,-999,12640,12640,1,-999
2,gen=0_member=80,197.023,118,-999,12025,12025,1,-999
2,gen=0_member=20,199.416,119,-999,11899,11899,1,-999
2,gen=1_member=147_pso,199.498,120,-999,11772,11772,1,-999
2,gen=1_member=196_pso,201.911,121,-999,11644,11644,1,-999
2,gen=0_member=67,204.198,122,-999,11515,11515,1,-999
2,gen=0_member=3,221.18,126,-999,10989,10989,1,-999
2,gen=0_member=40,226.852,127,-999,10720,10720,1,-999
2,gen=1_member=123_pso,230.364,128,-999,10584,10584,1,-999
2,gen=0_member=63,239.119,129,-999,10447,10447,1,-999
2,gen=0_member=45,240.278,130,-999,10309,10309,1,-999
2,gen=0_member=72,240.681,131,-999,10170,10170,1,-999
2,gen=1_member=125_pso,251.287,133,-999,9889.03,9889.03,1,-999
2,gen=1_member=153_pso,258.947,135,-999,9604.03,9604.03,1,-999
2,gen=1_member=119_pso,260.735,137,-999,9315.03,9315.03,1,-999
2,gen=1_member=161_pso,262.31,138,-999,9169.03,9169.03,1,-999
2,gen=1_member=151_pso,267.697,139,-999,9022.03,9022.03,1,-999
2,gen=0_member=51,273.767,140,-999,8874.04,8874.04,1,-999
2,gen=1_member=165_pso,280.918,141,-999,8725.04,8725.04,1,-999
