generation,member,obs,nsga2_front,nsga2_crowding_distance,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
57,gen=57_member=11409_pso,0.233255,1,-999,0.5,0.5,1,-999
58,gen=58_member=11699_pso,0.233255,1,-999,0.5,0.5,1,-999
59,gen=59_member=11893_pso,0.233255,1,-999,0.5,0.5,1,-999
60,gen=60_member=12081_pso,0.233255,1,-999,0.5,0.5,1,-999
61,gen=61_member=12291_pso,0.233255,1,-999,0.5,0.5,1,-999
62,gen=62_member=12449_pso,0.233255,1,-999,0.5,0.5,1,-999
63,gen=63_member=12693_pso,0.233255,1,-999,0.5,0.5,1,-999
64,gen=64_member=12831_pso,0.233255,1,-999,0.5,0.5,1,-999
65,gen=65_member=12999_pso,0.233255,1,-999,0.5,0.5,1,-999
66,gen=66_member=13257_pso,0.233255,1,-999,0.5,0.5,1,-999
67,gen=67_member=13463_pso,0.233255,1,-999,0.5,0.5,1,-999
68,gen=68_member=13581_pso,0.233255,1,-999,0.5,0.5,1,-999
69,gen=69_member=13887_pso,0.233255,1,-999,0.5,0.5,1,-999
70,gen=70_member=14089_pso,0.233255,1,-999,0.5,0.5,1,-999
71,gen=71_member=14299_pso,0.233255,1,-999,0.5,0.5,1,-999
72,gen=72_member=14401_pso,0.233255,1,-999,0.5,0.5,1,-999
73,gen=73_member=14697_pso,0.233255,1,-999,0.5,0.5,1,-999
74,gen=74_member=14883_pso,0.233255,1,-999,0.5,0.5,1,-999
75,gen=75_member=15093_pso,0.233255,1,-999,0.5,0.5,1,-999
76,gen=76_member=15275_pso,0.233255,1,-999,0.5,0.5,1,-999
77,gen=77_member=15479_pso,0.233255,1,-999,0.5,0.5,1,-999
78,gen=78_member=15691_pso,0.233255,1,-999,0.5,0.5,1,-999
79,gen=79_member=15897_pso,0.233255,1,-999,0.5,0.5,1,-999
80,gen=80_member=16081_pso,0.233255,1,-999,0.5,0.5,1,-999
81,gen=81_member=16297_pso,0.233255,1,-999,0.5,0.5,1,-999
82,gen=82_member=16481_pso,0.233255,1,-999,0.5,0.5,1,-999
83,gen=83_member=16681_pso,0.233255,1,-999,0.5,0.5,1,-999
84,gen=84_member=16893_pso,0.233255,1,-999,0.5,0.5,1,-999
85,gen=85_member=17097_pso,0.233255,1,-999,0.5,0.5,1,-999
86,gen=86_member=17261_pso,0.233255,1,-999,0.5,0.5,1,-999
87,gen=87_member=17477_pso,0.233255,1,-999,0.5,0.5,1,-999
88,gen=88_member=17659_pso,0.233255,1,-999,0.5,0.5,1,-999
89,gen=89_member=17865_pso,0.233255,1,-999,0.5,0.5,1,-999
90,gen=90_member=18073_pso,0.233255,1,-999,0.5,0.5,1,-999
91,gen=91_member=18233_pso,0.233255,1,-999,0.5,0.5,1,-999
92,gen=92_member=18435_pso,0.233255,1,-999,0.5,0.5,1,-999
93,gen=93_member=18669_pso,0.233255,1,-999,0.5,0.5,1,-999
94,gen=94_member=18881_pso,0.233255,1,-999,0.5,0.5,1,-999
95,gen=95_member=19081_pso,0.233255,1,-999,0.5,0.5,1,-999
96,gen=96_member=19245_pso,0.233255,1,-999,0.5,0.5,1,-999
97,gen=97_member=19497_pso,0.233255,1,-999,0.5,0.5,1,-999
98,gen=98_member=19671_pso,0.233255,1,-999,0.5,0.5,1,-999
99,gen=99_member=19889_pso,0.233255,1,-999,0.5,0.5,1,-999
