child,parent_1,parent_2,parent_3
GEN=2_MEMBER=301_PSO,GEN=1_MEMBER=133_PSO,,
GEN=2_MEMBER=303_PSO,GEN=1_MEMBER=187_PSO,,
GEN=2_MEMBER=305_PSO,GEN=0_MEMBER=66,,
GEN=2_MEMBER=307_PSO,GEN=0_MEMBER=36,,
GEN=2_MEMBER=309_PSO,GEN=1_MEMBER=163_PSO,,
GEN=2_MEMBER=311_PSO,GEN=0_MEMBER=34,,
GEN=2_MEMBER=313_PSO,GEN=1_MEMBER=105_PSO,,
GEN=2_MEMBER=315_PSO,GEN=0_MEMBER=78,,
GEN=2_MEMBER=317_PSO,GEN=1_MEMBER=157_PSO,,
GEN=2_MEMBER=319_PSO,GEN=0_MEMBER=39,,
GEN=2_MEMBER=321_PSO,GEN=0_MEMBER=11,,
GEN=2_MEMBER=323_PSO,GEN=1_MEMBER=261_PSO,,
GEN=2_MEMBER=325_PSO,GEN=1_MEMBER=269_PSO,,
GEN=2_MEMBER=327_PSO,GEN=0_MEMBER=15,,
GEN=2_MEMBER=329_PSO,GEN=1_MEMBER=293_PSO,,
GEN=2_MEMBER=331_PSO,GEN=0_MEMBER=84,,
GEN=2_MEMBER=333_PSO,GEN=0_MEMBER=19,,
GEN=2_MEMBER=335_PSO,GEN=0_MEMBER=50,,
GEN=2_MEMBER=337_PSO,GEN=0_MEMBER=25,,
GEN=2_MEMBER=339_PSO,GEN=0_MEMBER=59,,
GEN=2_MEMBER=341_PSO,GEN=1_MEMBER=209_PSO,,
GEN=2_MEMBER=343_PSO,GEN=1_MEMBER=191_PSO,,
GEN=2_MEMBER=345_PSO,GEN=1_MEMBER=283_PSO,,
GEN=2_MEMBER=347_PSO,GEN=0_MEMBER=77,,
GEN=2_MEMBER=349_PSO,GEN=1_MEMBER=291_PSO,,
GEN=2_MEMBER=351_PSO,GEN=0_MEMBER=18,,
GEN=2_MEMBER=353_PSO,GEN=1_MEMBER=195_PSO,,
GEN=2_MEMBER=355_PSO,GEN=1_MEMBER=173_PSO,,
GEN=2_MEMBER=357_PSO,GEN=1_MEMBER=125_PSO,,
GEN=2_MEMBER=359_PSO,GEN=1_MEMBER=123_PSO,,
GEN=2_MEMBER=361_PSO,GEN=1_MEMBER=147_PSO,,
GEN=2_MEMBER=363_PSO,GEN=1_MEMBER=161_PSO,,
GEN=2_MEMBER=365_PSO,GEN=1_MEMBER=177_PSO,,
GEN=2_MEMBER=367_PSO,GEN=1_MEMBER=193_PSO,,
GEN=2_MEMBER=369_PSO,GEN=0_MEMBER=49,,
GEN=2_MEMBER=371_PSO,GEN=1_MEMBER=143_PSO,,
GEN=2_MEMBER=373_PSO,GEN=1_MEMBER=109_PSO,,
GEN=2_MEMBER=375_PSO,GEN=0_MEMBER=29,,
GEN=2_MEMBER=377_PSO,GEN=0_MEMBER=43,,
GEN=2_MEMBER=379_PSO,GEN=1_MEMBER=273_PSO,,
GEN=2_MEMBER=381_PSO,GEN=1_MEMBER=151_PSO,,
GEN=2_MEMBER=383_PSO,GEN=1_MEMBER=113_PSO,,
GEN=2_MEMBER=385_PSO,GEN=1_MEMBER=159_PSO,,
GEN=2_MEMBER=387_PSO,GEN=1_MEMBER=225_PSO,,
GEN=2_MEMBER=389_PSO,GEN=0_MEMBER=35,,
GEN=2_MEMBER=391_PSO,GEN=1_MEMBER=199_PSO,,
GEN=2_MEMBER=393_PSO,GEN=1_MEMBER=249_PSO,,
GEN=2_MEMBER=395_PSO,GEN=1_MEMBER=259_PSO,,
GEN=2_MEMBER=397_PSO,GEN=1_MEMBER=121_PSO,,
GEN=2_MEMBER=399_PSO,GEN=0_MEMBER=76,,
GEN=2_MEMBER=401_PSO,GEN=0_MEMBER=7,,
GEN=2_MEMBER=403_PSO,GEN=0_MEMBER=46,,
GEN=2_MEMBER=405_PSO,GEN=1_MEMBER=211_PSO,,
GEN=2_MEMBER=407_PSO,GEN=1_MEMBER=281_PSO,,
GEN=2_MEMBER=409_PSO,GEN=1_MEMBER=223_PSO,,
GEN=2_MEMBER=411_PSO,GEN=0_MEMBER=82,,
GEN=2_MEMBER=413_PSO,GEN=0_MEMBER=98,,
GEN=2_MEMBER=415_PSO,GEN=0_MEMBER=31,,
GEN=2_MEMBER=417_PSO,GEN=1_MEMBER=243_PSO,,
GEN=2_MEMBER=419_PSO,GEN=0_MEMBER=58,,
GEN=2_MEMBER=421_PSO,GEN=0_MEMBER=80,,
GEN=2_MEMBER=423_PSO,GEN=0_MEMBER=20,,
GEN=2_MEMBER=425_PSO,GEN=0_MEMBER=67,,
GEN=2_MEMBER=427_PSO,GEN=0_MEMBER=3,,
GEN=2_MEMBER=429_PSO,GEN=0_MEMBER=40,,
GEN=2_MEMBER=431_PSO,GEN=1_MEMBER=263_PSO,,
GEN=2_MEMBER=433_PSO,GEN=1_MEMBER=221_PSO,,
GEN=2_MEMBER=435_PSO,GEN=0_MEMBER=63,,
GEN=2_MEMBER=437_PSO,GEN=0_MEMBER=45,,
GEN=2_MEMBER=439_PSO,GEN=0_MEMBER=72,,
GEN=2_MEMBER=441_PSO,GEN=1_MEMBER=295_PSO,,
GEN=2_MEMBER=443_PSO,GEN=0_MEMBER=51,,
GEN=2_MEMBER=445_PSO,GEN=1_MEMBER=139_PSO,,
GEN=2_MEMBER=447_PSO,GEN=0_MEMBER=6,,
GEN=2_MEMBER=449_PSO,GEN=0_MEMBER=86,,
GEN=2_MEMBER=451_PSO,GEN=0_MEMBER=93,,
GEN=2_MEMBER=453_PSO,GEN=1_MEMBER=141_PSO,,
GEN=2_MEMBER=455_PSO,GEN=0_MEMBER=12,,
GEN=2_MEMBER=457_PSO,GEN=0_MEMBER=28,,
GEN=2_MEMBER=459_PSO,GEN=0_MEMBER=24,,
GEN=2_MEMBER=461_PSO,GEN=1_MEMBER=149_PSO,,
GEN=2_MEMBER=463_PSO,GEN=1_MEMBER=289_PSO,,
GEN=2_MEMBER=465_PSO,GEN=0_MEMBER=27,,
GEN=2_MEMBER=467_PSO,GEN=0_MEMBER=85,,
GEN=2_MEMBER=469_PSO,GEN=1_MEMBER=241_PSO,,
GEN=2_MEMBER=471_PSO,GEN=1_MEMBER=203_PSO,,
GEN=2_MEMBER=473_PSO,GEN=1_MEMBER=155_PSO,,
GEN=2_MEMBER=475_PSO,GEN=1_MEMBER=217_PSO,,
GEN=2_MEMBER=477_PSO,GEN=0_MEMBER=89,,
GEN=2_MEMBER=479_PSO,GEN=0_MEMBER=57,,
GEN=2_MEMBER=481_PSO,GEN=1_MEMBER=181_PSO,,
GEN=2_MEMBER=483_PSO,GEN=0_MEMBER=75,,
GEN=2_MEMBER=485_PSO,GEN=1_MEMBER=179_PSO,,
GEN=2_MEMBER=487_PSO,GEN=1_MEMBER=111_PSO,,
GEN=2_MEMBER=489_PSO,GEN=1_MEMBER=229_PSO,,
GEN=2_MEMBER=491_PSO,GEN=0_MEMBER=5,,
GEN=2_MEMBER=493_PSO,GEN=0_MEMBER=83,,
GEN=2_MEMBER=495_PSO,GEN=1_MEMBER=285_PSO,,
GEN=2_MEMBER=497_PSO,GEN=1_MEMBER=213_PSO,,
GEN=2_MEMBER=499_PSO,GEN=0_MEMBER=32,,
GEN=3_MEMBER=501_PSO,GEN=2_MEMBER=479_PSO,,
GEN=3_MEMBER=503_PSO,GEN=2_MEMBER=307_PSO,,
GEN=3_MEMBER=505_PSO,GEN=1_MEMBER=133_PSO,,
GEN=3_MEMBER=507_PSO,GEN=2_MEMBER=461_PSO,,
GEN=3_MEMBER=509_PSO,GEN=1_MEMBER=187_PSO,,
GEN=3_MEMBER=511_PSO,GEN=0_MEMBER=66,,
GEN=3_MEMBER=513_PSO,GEN=2_MEMBER=415_PSO,,
GEN=3_MEMBER=515_PSO,GEN=0_MEMBER=36,,
GEN=3_MEMBER=517_PSO,GEN=2_MEMBER=491_PSO,,
GEN=3_MEMBER=519_PSO,GEN=1_MEMBER=163_PSO,,
GEN=3_MEMBER=521_PSO,GEN=0_MEMBER=34,,
GEN=3_MEMBER=523_PSO,GEN=1_MEMBER=105_PSO,,
GEN=3_MEMBER=525_PSO,GEN=0_MEMBER=78,,
GEN=3_MEMBER=527_PSO,GEN=1_MEMBER=157_PSO,,
GEN=3_MEMBER=529_PSO,GEN=0_MEMBER=39,,
GEN=3_MEMBER=531_PSO,GEN=0_MEMBER=11,,
GEN=3_MEMBER=533_PSO,GEN=1_MEMBER=261_PSO,,
GEN=3_MEMBER=535_PSO,GEN=2_MEMBER=337_PSO,,
GEN=3_MEMBER=537_PSO,GEN=2_MEMBER=471_PSO,,
GEN=3_MEMBER=539_PSO,GEN=2_MEMBER=433_PSO,,
GEN=3_MEMBER=541_PSO,GEN=1_MEMBER=269_PSO,,
GEN=3_MEMBER=543_PSO,GEN=0_MEMBER=15,,
GEN=3_MEMBER=545_PSO,GEN=1_MEMBER=293_PSO,,
GEN=3_MEMBER=547_PSO,GEN=2_MEMBER=321_PSO,,
GEN=3_MEMBER=549_PSO,GEN=0_MEMBER=84,,
GEN=3_MEMBER=551_PSO,GEN=2_MEMBER=303_PSO,,
GEN=3_MEMBER=553_PSO,GEN=2_MEMBER=493_PSO,,
GEN=3_MEMBER=555_PSO,GEN=0_MEMBER=19,,
GEN=3_MEMBER=557_PSO,GEN=0_MEMBER=50,,
GEN=3_MEMBER=559_PSO,GEN=0_MEMBER=25,,
GEN=3_MEMBER=561_PSO,GEN=0_MEMBER=59,,
GEN=3_MEMBER=563_PSO,GEN=1_MEMBER=209_PSO,,
GEN=3_MEMBER=565_PSO,GEN=2_MEMBER=381_PSO,,
GEN=3_MEMBER=567_PSO,GEN=2_MEMBER=497_PSO,,
GEN=3_MEMBER=569_PSO,GEN=1_MEMBER=191_PSO,,
GEN=3_MEMBER=571_PSO,GEN=2_MEMBER=391_PSO,,
GEN=3_MEMBER=573_PSO,GEN=1_MEMBER=283_PSO,,
GEN=3_MEMBER=575_PSO,GEN=0_MEMBER=77,,
GEN=3_MEMBER=577_PSO,GEN=2_MEMBER=377_PSO,,
GEN=3_MEMBER=579_PSO,GEN=2_MEMBER=359_PSO,,
GEN=3_MEMBER=581_PSO,GEN=1_MEMBER=291_PSO,,
GEN=3_MEMBER=583_PSO,GEN=0_MEMBER=18,,
GEN=3_MEMBER=585_PSO,GEN=1_MEMBER=195_PSO,,
GEN=3_MEMBER=587_PSO,GEN=2_MEMBER=343_PSO,,
GEN=3_MEMBER=589_PSO,GEN=2_MEMBER=421_PSO,,
GEN=3_MEMBER=591_PSO,GEN=1_MEMBER=173_PSO,,
GEN=3_MEMBER=593_PSO,GEN=2_MEMBER=341_PSO,,
GEN=3_MEMBER=595_PSO,GEN=1_MEMBER=125_PSO,,
GEN=3_MEMBER=597_PSO,GEN=1_MEMBER=123_PSO,,
GEN=3_MEMBER=599_PSO,GEN=1_MEMBER=147_PSO,,
GEN=3_MEMBER=601_PSO,GEN=1_MEMBER=161_PSO,,
GEN=3_MEMBER=603_PSO,GEN=1_MEMBER=177_PSO,,
GEN=3_MEMBER=605_PSO,GEN=1_MEMBER=193_PSO,,
GEN=3_MEMBER=607_PSO,GEN=0_MEMBER=49,,
GEN=3_MEMBER=609_PSO,GEN=1_MEMBER=143_PSO,,
GEN=3_MEMBER=611_PSO,GEN=1_MEMBER=109_PSO,,
GEN=3_MEMBER=613_PSO,GEN=0_MEMBER=29,,
GEN=3_MEMBER=615_PSO,GEN=2_MEMBER=481_PSO,,
GEN=3_MEMBER=617_PSO,GEN=2_MEMBER=457_PSO,,
GEN=3_MEMBER=619_PSO,GEN=0_MEMBER=43,,
GEN=3_MEMBER=621_PSO,GEN=1_MEMBER=273_PSO,,
GEN=3_MEMBER=623_PSO,GEN=1_MEMBER=151_PSO,,
GEN=3_MEMBER=625_PSO,GEN=1_MEMBER=113_PSO,,
GEN=3_MEMBER=627_PSO,GEN=1_MEMBER=159_PSO,,
GEN=3_MEMBER=629_PSO,GEN=1_MEMBER=225_PSO,,
GEN=3_MEMBER=631_PSO,GEN=0_MEMBER=35,,
GEN=3_MEMBER=633_PSO,GEN=1_MEMBER=199_PSO,,
GEN=3_MEMBER=635_PSO,GEN=1_MEMBER=249_PSO,,
GEN=3_MEMBER=637_PSO,GEN=1_MEMBER=259_PSO,,
GEN=3_MEMBER=639_PSO,GEN=2_MEMBER=367_PSO,,
GEN=3_MEMBER=641_PSO,GEN=1_MEMBER=121_PSO,,
GEN=3_MEMBER=643_PSO,GEN=0_MEMBER=76,,
GEN=3_MEMBER=645_PSO,GEN=0_MEMBER=7,,
GEN=3_MEMBER=647_PSO,GEN=2_MEMBER=445_PSO,,
GEN=3_MEMBER=649_PSO,GEN=0_MEMBER=46,,
GEN=3_MEMBER=651_PSO,GEN=1_MEMBER=211_PSO,,
GEN=3_MEMBER=653_PSO,GEN=2_MEMBER=397_PSO,,
GEN=3_MEMBER=655_PSO,GEN=1_MEMBER=281_PSO,,
GEN=3_MEMBER=657_PSO,GEN=2_MEMBER=319_PSO,,
GEN=3_MEMBER=659_PSO,GEN=1_MEMBER=223_PSO,,
GEN=3_MEMBER=661_PSO,GEN=2_MEMBER=451_PSO,,
GEN=3_MEMBER=663_PSO,GEN=2_MEMBER=429_PSO,,
GEN=3_MEMBER=665_PSO,GEN=0_MEMBER=82,,
GEN=3_MEMBER=667_PSO,GEN=0_MEMBER=98,,
GEN=3_MEMBER=669_PSO,GEN=0_MEMBER=31,,
GEN=3_MEMBER=671_PSO,GEN=1_MEMBER=243_PSO,,
GEN=3_MEMBER=673_PSO,GEN=0_MEMBER=58,,
GEN=3_MEMBER=675_PSO,GEN=2_MEMBER=485_PSO,,
GEN=3_MEMBER=677_PSO,GEN=2_MEMBER=301_PSO,,
GEN=3_MEMBER=679_PSO,GEN=2_MEMBER=315_PSO,,
GEN=3_MEMBER=681_PSO,GEN=2_MEMBER=373_PSO,,
GEN=3_MEMBER=683_PSO,GEN=0_MEMBER=80,,
GEN=3_MEMBER=685_PSO,GEN=0_MEMBER=20,,
GEN=3_MEMBER=687_PSO,GEN=2_MEMBER=327_PSO,,
GEN=3_MEMBER=689_PSO,GEN=0_MEMBER=67,,
GEN=3_MEMBER=691_PSO,GEN=0_MEMBER=3,,
GEN=3_MEMBER=693_PSO,GEN=0_MEMBER=40,,
GEN=3_MEMBER=695_PSO,GEN=1_MEMBER=263_PSO,,
GEN=3_MEMBER=697_PSO,GEN=1_MEMBER=221_PSO,,
GEN=3_MEMBER=699_PSO,GEN=0_MEMBER=63,,
GEN=4_MEMBER=701_PSO,GEN=2_MEMBER=479_PSO,,
GEN=4_MEMBER=703_PSO,GEN=3_MEMBER=677_PSO,,
GEN=4_MEMBER=705_PSO,GEN=3_MEMBER=577_PSO,,
GEN=4_MEMBER=707_PSO,GEN=3_MEMBER=531_PSO,,
GEN=4_MEMBER=709_PSO,GEN=2_MEMBER=307_PSO,,
GEN=4_MEMBER=711_PSO,GEN=1_MEMBER=133_PSO,,
GEN=4_MEMBER=713_PSO,GEN=3_MEMBER=589_PSO,,
GEN=4_MEMBER=715_PSO,GEN=2_MEMBER=461_PSO,,
GEN=4_MEMBER=717_PSO,GEN=1_MEMBER=187_PSO,,
GEN=4_MEMBER=719_PSO,GEN=3_MEMBER=679_PSO,,
GEN=4_MEMBER=721_PSO,GEN=3_MEMBER=563_PSO,,
GEN=4_MEMBER=723_PSO,GEN=0_MEMBER=66,,
GEN=4_MEMBER=725_PSO,GEN=2_MEMBER=415_PSO,,
GEN=4_MEMBER=727_PSO,GEN=0_MEMBER=36,,
GEN=4_MEMBER=729_PSO,GEN=3_MEMBER=517_PSO,,
GEN=4_MEMBER=731_PSO,GEN=3_MEMBER=501_PSO,,
GEN=4_MEMBER=733_PSO,GEN=2_MEMBER=491_PSO,,
GEN=4_MEMBER=735_PSO,GEN=3_MEMBER=509_PSO,,
GEN=4_MEMBER=737_PSO,GEN=1_MEMBER=163_PSO,,
GEN=4_MEMBER=739_PSO,GEN=0_MEMBER=34,,
GEN=4_MEMBER=741_PSO,GEN=1_MEMBER=105_PSO,,
GEN=4_MEMBER=743_PSO,GEN=3_MEMBER=673_PSO,,
GEN=4_MEMBER=745_PSO,GEN=0_MEMBER=78,,
GEN=4_MEMBER=747_PSO,GEN=1_MEMBER=157_PSO,,
GEN=4_MEMBER=749_PSO,GEN=0_MEMBER=39,,
GEN=4_MEMBER=751_PSO,GEN=0_MEMBER=11,,
GEN=4_MEMBER=753_PSO,GEN=1_MEMBER=261_PSO,,
GEN=4_MEMBER=755_PSO,GEN=2_MEMBER=337_PSO,,
GEN=4_MEMBER=757_PSO,GEN=3_MEMBER=675_PSO,,
GEN=4_MEMBER=759_PSO,GEN=3_MEMBER=623_PSO,,
GEN=4_MEMBER=761_PSO,GEN=2_MEMBER=471_PSO,,
GEN=4_MEMBER=763_PSO,GEN=2_MEMBER=433_PSO,,
GEN=4_MEMBER=765_PSO,GEN=3_MEMBER=569_PSO,,
GEN=4_MEMBER=767_PSO,GEN=3_MEMBER=565_PSO,,
GEN=4_MEMBER=769_PSO,GEN=1_MEMBER=269_PSO,,
GEN=4_MEMBER=771_PSO,GEN=0_MEMBER=15,,
GEN=4_MEMBER=773_PSO,GEN=1_MEMBER=293_PSO,,
GEN=4_MEMBER=775_PSO,GEN=2_MEMBER=321_PSO,,
GEN=4_MEMBER=777_PSO,GEN=0_MEMBER=84,,
GEN=4_MEMBER=779_PSO,GEN=3_MEMBER=571_PSO,,
GEN=4_MEMBER=781_PSO,GEN=3_MEMBER=525_PSO,,
GEN=4_MEMBER=783_PSO,GEN=2_MEMBER=303_PSO,,
GEN=4_MEMBER=785_PSO,GEN=2_MEMBER=493_PSO,,
GEN=4_MEMBER=787_PSO,GEN=3_MEMBER=657_PSO,,
GEN=4_MEMBER=789_PSO,GEN=0_MEMBER=19,,
GEN=4_MEMBER=791_PSO,GEN=0_MEMBER=50,,
GEN=4_MEMBER=793_PSO,GEN=3_MEMBER=683_PSO,,
GEN=4_MEMBER=795_PSO,GEN=0_MEMBER=25,,
GEN=4_MEMBER=797_PSO,GEN=3_MEMBER=645_PSO,,
GEN=4_MEMBER=799_PSO,GEN=0_MEMBER=59,,
GEN=4_MEMBER=801_PSO,GEN=3_MEMBER=551_PSO,,
GEN=4_MEMBER=803_PSO,GEN=3_MEMBER=579_PSO,,
GEN=4_MEMBER=805_PSO,GEN=3_MEMBER=593_PSO,,
GEN=4_MEMBER=807_PSO,GEN=1_MEMBER=209_PSO,,
GEN=4_MEMBER=809_PSO,GEN=2_MEMBER=381_PSO,,
GEN=4_MEMBER=811_PSO,GEN=3_MEMBER=603_PSO,,
GEN=4_MEMBER=813_PSO,GEN=2_MEMBER=497_PSO,,
GEN=4_MEMBER=815_PSO,GEN=3_MEMBER=553_PSO,,
GEN=4_MEMBER=817_PSO,GEN=3_MEMBER=529_PSO,,
GEN=4_MEMBER=819_PSO,GEN=1_MEMBER=191_PSO,,
GEN=4_MEMBER=821_PSO,GEN=2_MEMBER=391_PSO,,
GEN=4_MEMBER=823_PSO,GEN=1_MEMBER=283_PSO,,
GEN=4_MEMBER=825_PSO,GEN=0_MEMBER=77,,
GEN=4_MEMBER=827_PSO,GEN=2_MEMBER=377_PSO,,
GEN=4_MEMBER=829_PSO,GEN=2_MEMBER=359_PSO,,
GEN=4_MEMBER=831_PSO,GEN=3_MEMBER=595_PSO,,
GEN=4_MEMBER=833_PSO,GEN=1_MEMBER=291_PSO,,
GEN=4_MEMBER=835_PSO,GEN=0_MEMBER=18,,
GEN=4_MEMBER=837_PSO,GEN=3_MEMBER=639_PSO,,
GEN=4_MEMBER=839_PSO,GEN=1_MEMBER=195_PSO,,
GEN=4_MEMBER=841_PSO,GEN=3_MEMBER=669_PSO,,
GEN=4_MEMBER=843_PSO,GEN=2_MEMBER=343_PSO,,
GEN=4_MEMBER=845_PSO,GEN=2_MEMBER=421_PSO,,
GEN=4_MEMBER=847_PSO,GEN=3_MEMBER=547_PSO,,
GEN=4_MEMBER=849_PSO,GEN=1_MEMBER=173_PSO,,
GEN=4_MEMBER=851_PSO,GEN=3_MEMBER=697_PSO,,
GEN=4_MEMBER=853_PSO,GEN=2_MEMBER=341_PSO,,
GEN=4_MEMBER=855_PSO,GEN=1_MEMBER=125_PSO,,
GEN=4_MEMBER=857_PSO,GEN=1_MEMBER=123_PSO,,
GEN=4_MEMBER=859_PSO,GEN=1_MEMBER=147_PSO,,
GEN=4_MEMBER=861_PSO,GEN=1_MEMBER=161_PSO,,
GEN=4_MEMBER=863_PSO,GEN=1_MEMBER=177_PSO,,
GEN=4_MEMBER=865_PSO,GEN=1_MEMBER=193_PSO,,
GEN=4_MEMBER=867_PSO,GEN=0_MEMBER=49,,
GEN=4_MEMBER=869_PSO,GEN=3_MEMBER=615_PSO,,
GEN=4_MEMBER=871_PSO,GEN=1_MEMBER=143_PSO,,
GEN=4_MEMBER=873_PSO,GEN=1_MEMBER=109_PSO,,
GEN=4_MEMBER=875_PSO,GEN=0_MEMBER=29,,
